room_temperature,room_humidity,lighting_intensity,room_air_quality,room_CO2,comfort_label
22.0,50.4,208.3,34.8,1226.9,Comfortable
31.8,37.7,534.3,136.0,498.6,Uncomfortable
36.5,47.5,329.2,93.8,941.8,Uncomfortable
23.4,41.3,796.4,91.9,744.0,Uncomfortable
18.6,64.6,736.6,113.1,695.9,Uncomfortable
24.4,49.8,595.4,114.2,695.2,Uncomfortable
28.6,67.0,484.8,103.1,632.6,Uncomfortable
23.3,41.5,513.4,101.8,1214.2,Uncomfortable
28.0,27.5,594.4,59.2,518.4,Uncomfortable
27.7,40.9,216.8,104.1,1109.0,Uncomfortable
31.4,41.9,197.1,63.3,603.8,Uncomfortable
30.5,51.7,216.5,102.7,739.0,Uncomfortable
28.9,31.9,616.8,144.5,529.3,Uncomfortable
25.5,68.8,352.0,30.6,952.9,Uncomfortable
34.4,53.9,712.7,11.1,461.7,Uncomfortable
19.7,59.5,392.4,86.6,544.6,Uncomfortable
38.0,53.3,566.0,29.9,471.0,Uncomfortable
36.0,42.1,595.8,14.1,1074.6,Uncomfortable
18.4,26.8,645.6,41.7,1095.7,Uncomfortable
23.6,67.2,246.9,51.6,1274.3,Uncomfortable
23.9,61.3,243.3,68.4,1320.9,Uncomfortable
35.2,71.6,497.4,148.4,1127.4,Uncomfortable
29.4,72.5,163.4,115.4,805.6,Uncomfortable
35.2,31.2,117.8,30.1,1083.6,Uncomfortable
32.3,69.1,148.9,64.0,980.1,Uncomfortable
22.6,45.7,430.6,19.3,553.8,Comfortable
34.5,29.4,732.9,135.5,759.9,Uncomfortable
25.5,71.6,110.1,76.0,614.9,Uncomfortable
37.5,25.4,542.4,39.2,469.1,Uncomfortable
24.2,64.9,339.7,24.6,664.2,Comfortable
27.9,31.8,446.0,101.9,982.6,Uncomfortable
24.1,54.6,481.7,77.6,543.5,Comfortable
35.0,70.2,661.4,55.1,1103.5,Uncomfortable
37.7,48.2,518.5,105.4,1270.5,Uncomfortable
37.5,66.3,349.8,22.4,559.5,Uncomfortable
37.2,47.6,722.9,144.7,1317.5,Uncomfortable
21.3,46.3,610.4,5.3,609.7,Comfortable
29.9,65.0,456.6,17.1,796.7,Uncomfortable
27.3,45.0,373.0,142.1,403.3,Uncomfortable
28.5,63.1,421.8,26.6,448.5,Uncomfortable
35.1,30.1,463.8,8.5,1084.9,Uncomfortable
32.2,66.2,503.4,123.5,767.3,Uncomfortable
30.2,31.5,693.2,68.9,1036.4,Uncomfortable
21.9,74.5,493.4,110.2,1227.9,Uncomfortable
29.6,31.3,570.6,78.4,1373.4,Uncomfortable
26.3,57.9,202.3,30.8,777.8,Comfortable
20.6,61.0,769.9,74.1,1368.5,Uncomfortable
18.0,64.6,577.8,53.0,1291.8,Uncomfortable
21.9,62.5,686.2,61.0,776.2,Uncomfortable
21.1,52.0,276.0,21.9,529.1,Comfortable
35.2,25.6,400.3,65.5,374.3,Uncomfortable
22.4,54.2,427.6,85.4,1188.5,Uncomfortable
19.4,60.5,468.6,126.6,589.0,Uncomfortable
27.7,69.6,282.3,18.7,821.4,Uncomfortable
21.1,35.0,135.8,112.0,1182.1,Uncomfortable
27.0,26.9,213.5,81.0,756.7,Uncomfortable
36.7,53.2,294.7,36.7,1389.8,Uncomfortable
35.8,60.5,715.9,119.3,1350.9,Uncomfortable
20.0,62.8,535.6,141.1,947.4,Uncomfortable
27.2,59.4,310.9,27.8,1074.1,Uncomfortable
26.7,60.9,506.3,100.4,481.6,Uncomfortable
23.6,51.2,463.0,73.5,1386.6,Uncomfortable
27.5,72.7,591.7,109.1,569.9,Uncomfortable
26.9,63.4,188.3,100.8,825.9,Uncomfortable
36.2,46.7,657.0,8.8,1257.5,Uncomfortable
26.3,35.2,512.5,120.9,501.2,Uncomfortable
23.1,44.9,467.3,58.2,1083.2,Uncomfortable
35.4,62.8,305.1,146.0,472.7,Uncomfortable
29.1,70.4,455.0,79.0,585.0,Uncomfortable
19.6,33.8,182.7,107.4,1120.0,Uncomfortable
34.0,30.5,257.6,33.7,1176.4,Uncomfortable
20.7,26.6,313.7,109.9,727.5,Uncomfortable
24.9,59.8,341.8,14.3,452.4,Comfortable
29.2,30.8,474.7,1.8,693.4,Comfortable
28.7,37.6,511.6,46.9,663.4,Uncomfortable
18.8,55.2,767.4,29.4,562.5,Uncomfortable
26.0,26.3,756.4,127.6,1141.8,Uncomfortable
23.1,68.9,680.7,47.7,879.1,Uncomfortable
26.5,70.3,373.0,41.2,1017.3,Uncomfortable
28.3,36.2,672.4,57.7,947.8,Uncomfortable
33.4,34.6,582.3,108.0,625.2,Uncomfortable
25.2,41.4,266.3,137.1,1145.3,Uncomfortable
24.4,31.0,505.6,16.9,1032.1,Uncomfortable
25.0,61.6,584.9,15.3,594.7,Comfortable
32.0,45.0,761.4,124.5,960.9,Uncomfortable
18.4,63.9,777.8,61.5,824.1,Uncomfortable
21.3,62.6,319.9,36.1,963.5,Uncomfortable
35.2,60.0,165.4,145.5,429.9,Uncomfortable
33.1,57.6,797.6,20.7,1236.9,Uncomfortable
27.8,74.9,634.5,77.7,610.7,Uncomfortable
30.4,73.3,166.9,50.0,453.3,Uncomfortable
18.4,72.5,143.4,123.5,453.4,Uncomfortable
30.6,36.8,596.8,96.6,1014.4,Uncomfortable
32.1,48.0,504.9,26.4,621.5,Uncomfortable
31.6,25.3,683.2,148.5,667.2,Uncomfortable
18.0,60.4,795.4,107.2,810.2,Uncomfortable
37.9,38.4,766.3,120.5,733.3,Uncomfortable
26.6,68.8,771.2,43.8,837.7,Uncomfortable
20.3,35.0,402.6,27.2,686.4,Comfortable
21.1,60.2,466.3,58.5,407.8,Uncomfortable
37.3,32.4,455.0,122.0,1167.4,Uncomfortable
25.8,25.4,152.6,145.0,565.1,Uncomfortable
19.4,30.1,380.8,33.7,782.2,Comfortable
26.6,47.4,290.6,9.9,1337.1,Uncomfortable
22.3,32.8,564.6,63.3,1299.3,Uncomfortable
30.5,49.9,151.8,72.8,435.4,Uncomfortable
18.5,60.3,464.2,32.3,636.8,Uncomfortable
33.7,72.8,242.8,64.0,1199.9,Uncomfortable
24.1,41.8,488.2,94.7,1287.5,Uncomfortable
18.2,38.0,342.3,87.8,974.5,Uncomfortable
19.0,68.8,281.4,24.9,665.0,Uncomfortable
37.4,32.7,586.0,80.3,1036.2,Uncomfortable
24.0,25.1,468.5,124.8,1211.4,Uncomfortable
20.7,38.4,743.5,101.1,858.7,Uncomfortable
23.9,33.1,210.6,127.2,897.8,Uncomfortable
25.1,56.4,134.3,101.2,1013.3,Uncomfortable
27.9,46.7,329.6,65.2,850.4,Uncomfortable
22.5,64.6,122.8,69.0,468.8,Uncomfortable
29.3,44.5,326.9,136.1,836.0,Uncomfortable
20.2,66.3,392.5,131.6,512.9,Uncomfortable
31.9,71.5,179.2,5.4,609.9,Uncomfortable
26.6,65.0,557.6,66.1,775.8,Uncomfortable
23.8,56.5,762.2,31.6,1177.8,Uncomfortable
36.6,59.8,698.2,68.9,611.5,Uncomfortable
34.2,66.5,426.1,22.3,887.7,Uncomfortable
22.0,34.4,672.6,128.7,1379.5,Uncomfortable
26.7,46.8,550.1,4.5,1388.5,Uncomfortable
27.5,25.3,665.7,16.8,643.7,Uncomfortable
27.1,67.6,600.9,79.9,503.3,Uncomfortable
27.5,42.5,372.1,136.1,792.1,Uncomfortable
31.2,72.2,510.1,40.2,497.2,Uncomfortable
20.0,26.3,507.9,83.2,1301.9,Uncomfortable
19.2,68.8,232.8,14.2,357.3,Uncomfortable
27.1,49.1,106.9,41.7,453.4,Comfortable
31.2,40.0,124.8,96.3,638.0,Uncomfortable
21.3,67.7,557.9,26.1,1077.0,Uncomfortable
22.3,27.5,322.6,116.7,579.0,Uncomfortable
19.9,62.3,481.9,69.2,1103.9,Uncomfortable
23.5,62.7,655.9,135.3,671.7,Uncomfortable
28.0,70.9,797.2,91.0,1254.0,Uncomfortable
22.1,46.4,733.8,88.9,859.0,Uncomfortable
20.3,26.9,651.2,6.8,664.9,Comfortable
32.4,48.7,780.1,32.4,1048.0,Uncomfortable
24.5,42.2,217.3,133.0,1255.5,Uncomfortable
21.4,65.3,502.6,84.5,393.5,Uncomfortable
26.0,64.3,331.3,137.6,635.1,Uncomfortable
29.7,66.7,101.6,76.3,462.1,Uncomfortable
22.4,63.3,321.4,141.6,1360.5,Uncomfortable
20.3,61.4,190.0,71.9,1297.5,Uncomfortable
33.2,65.3,798.8,84.2,1163.7,Uncomfortable
30.1,55.0,508.0,29.7,788.4,Uncomfortable
34.7,59.1,356.7,39.5,382.1,Comfortable
21.3,74.9,665.0,28.3,1352.1,Uncomfortable
28.9,31.2,434.5,91.6,745.4,Uncomfortable
28.0,26.7,408.5,5.2,1127.5,Uncomfortable
37.0,50.5,399.5,54.6,1010.7,Uncomfortable
21.5,37.2,600.4,44.6,509.7,Comfortable
24.0,56.0,350.2,94.0,937.3,Uncomfortable
25.5,45.9,679.9,29.9,1226.8,Uncomfortable
19.0,50.8,524.4,75.3,463.5,Uncomfortable
26.8,67.3,387.9,124.6,756.2,Uncomfortable
29.6,45.7,204.9,12.0,1086.5,Uncomfortable
32.6,34.8,245.8,118.9,563.7,Uncomfortable
28.8,46.8,402.5,69.1,1245.3,Uncomfortable
29.9,74.7,244.7,112.0,1357.5,Uncomfortable
27.5,45.6,445.2,111.8,501.9,Uncomfortable
27.2,72.9,641.8,96.0,986.2,Uncomfortable
32.6,27.1,471.3,63.2,421.3,Uncomfortable
30.1,74.1,526.4,15.2,577.7,Uncomfortable
21.7,56.0,533.4,41.7,1169.1,Uncomfortable
31.4,53.9,368.7,69.8,361.7,Uncomfortable
36.3,27.1,727.5,84.8,980.8,Uncomfortable
29.4,64.6,534.5,121.6,598.6,Uncomfortable
32.3,59.2,654.4,75.8,1302.4,Uncomfortable
31.4,39.2,694.1,147.8,1164.9,Uncomfortable
20.4,28.8,162.0,75.7,657.4,Uncomfortable
23.4,32.5,387.5,99.8,810.2,Uncomfortable
21.6,74.5,287.7,139.8,645.8,Uncomfortable
35.1,55.1,392.7,122.2,521.9,Uncomfortable
25.4,56.0,785.1,63.5,822.5,Uncomfortable
34.0,68.0,525.4,60.8,1128.3,Uncomfortable
19.2,28.1,530.0,66.6,1379.0,Uncomfortable
31.0,47.7,363.1,94.2,772.4,Uncomfortable
37.3,65.9,555.2,113.0,789.4,Uncomfortable
20.1,67.6,464.1,55.8,1297.9,Uncomfortable
28.8,61.8,486.6,88.3,836.1,Uncomfortable
31.9,72.2,242.0,37.9,730.7,Uncomfortable
19.4,46.8,339.7,42.6,869.7,Uncomfortable
20.8,50.2,762.7,138.6,506.5,Uncomfortable
30.3,45.9,436.9,0.4,1381.9,Uncomfortable
37.6,70.2,398.3,126.9,1160.2,Uncomfortable
24.1,30.0,637.5,89.0,1340.8,Uncomfortable
32.0,73.1,308.3,93.5,950.5,Uncomfortable
23.3,57.0,793.8,94.1,1164.1,Uncomfortable
30.6,48.9,179.4,24.3,1101.0,Uncomfortable
35.5,69.1,188.4,98.1,570.8,Uncomfortable
29.3,52.4,779.2,124.2,1363.2,Uncomfortable
19.4,60.8,244.9,9.4,459.4,Uncomfortable
23.1,55.1,252.8,110.0,989.1,Uncomfortable
27.1,46.9,597.0,104.6,490.4,Uncomfortable
23.3,42.6,307.5,75.6,862.7,Uncomfortable
28.6,43.8,196.3,107.7,1332.9,Uncomfortable
20.2,30.1,580.8,72.5,1023.5,Uncomfortable
34.6,36.7,374.0,127.3,1242.6,Uncomfortable
30.5,57.4,192.0,81.8,428.9,Uncomfortable
21.7,61.5,749.2,27.0,619.1,Comfortable
31.5,73.1,320.2,123.0,1212.8,Uncomfortable
28.6,68.4,420.4,116.1,462.8,Uncomfortable
36.5,64.9,735.2,100.3,503.6,Uncomfortable
24.1,71.3,783.3,91.5,677.9,Uncomfortable
18.1,46.6,369.3,99.7,950.0,Uncomfortable
34.4,45.8,563.5,91.0,952.2,Uncomfortable
36.2,32.8,158.0,8.3,364.8,Comfortable
18.8,48.5,761.2,105.1,1078.5,Uncomfortable
23.6,69.8,748.3,57.6,879.3,Uncomfortable
33.2,69.5,555.6,46.9,592.1,Uncomfortable
29.5,66.4,592.8,70.9,525.2,Uncomfortable
36.5,56.4,311.6,62.1,1192.3,Uncomfortable
26.8,25.5,699.5,47.6,587.5,Uncomfortable
33.1,29.4,442.5,141.7,1195.9,Uncomfortable
34.4,48.5,216.6,114.8,530.4,Uncomfortable
32.9,70.4,146.3,79.9,512.7,Uncomfortable
29.3,45.2,256.9,93.8,819.6,Uncomfortable
31.0,48.5,189.1,7.1,443.8,Comfortable
32.2,40.5,270.2,144.1,1057.8,Uncomfortable
18.7,49.4,574.9,52.5,1311.2,Uncomfortable
25.6,59.3,477.1,118.4,515.4,Comfortable
37.3,70.8,713.5,73.1,1304.4,Uncomfortable
34.9,48.6,728.9,14.0,751.1,Uncomfortable
31.3,53.6,742.0,57.4,1166.6,Uncomfortable
28.6,66.8,598.7,145.4,1369.0,Uncomfortable
21.4,49.8,568.5,45.3,486.3,Comfortable
31.7,34.6,244.1,65.6,929.3,Uncomfortable
34.2,64.9,319.4,73.9,1064.3,Uncomfortable
35.4,44.1,119.4,83.9,1230.1,Uncomfortable
31.9,45.0,594.2,31.1,579.0,Uncomfortable
18.6,64.9,246.2,65.9,622.2,Uncomfortable
19.7,38.6,163.0,125.0,1029.2,Uncomfortable
21.9,44.0,419.0,144.6,813.9,Uncomfortable
28.8,67.0,453.9,140.7,828.6,Uncomfortable
31.7,67.9,534.4,53.7,450.4,Uncomfortable
33.4,50.2,651.3,36.7,1046.5,Uncomfortable
36.3,43.5,447.7,135.8,982.2,Uncomfortable
19.6,33.5,395.5,112.0,473.3,Uncomfortable
22.5,64.0,503.1,32.4,938.4,Uncomfortable
25.9,28.2,233.1,115.4,1321.0,Uncomfortable
35.8,54.9,429.7,95.9,388.7,Uncomfortable
24.5,64.9,341.1,72.1,1060.8,Uncomfortable
26.7,54.6,707.2,144.5,727.9,Uncomfortable
30.3,55.5,219.7,50.3,768.7,Uncomfortable
33.9,27.5,546.4,40.1,1061.3,Uncomfortable
29.9,64.6,390.0,48.5,673.8,Uncomfortable
26.7,63.4,148.0,104.2,767.4,Uncomfortable
38.0,52.6,714.9,61.6,1022.6,Uncomfortable
31.4,66.7,242.0,140.5,1229.5,Uncomfortable
31.6,43.5,166.9,59.4,1157.3,Uncomfortable
19.3,66.4,532.7,77.6,433.7,Uncomfortable
29.3,69.5,183.7,107.2,1248.6,Uncomfortable
18.9,42.7,418.0,131.4,428.1,Uncomfortable
25.4,44.5,400.9,67.7,934.3,Uncomfortable
20.7,51.9,122.7,141.0,654.2,Comfortable
27.6,42.6,744.9,105.0,1147.9,Uncomfortable
36.9,74.3,573.7,49.6,982.2,Uncomfortable
29.3,34.7,689.7,75.0,535.3,Uncomfortable
31.9,57.8,459.5,78.4,998.5,Uncomfortable
18.6,57.5,269.9,68.2,997.8,Uncomfortable
35.7,26.3,618.7,81.9,1309.6,Uncomfortable
33.0,51.8,425.2,128.0,820.0,Uncomfortable
31.3,52.3,502.0,67.3,384.0,Uncomfortable
21.7,45.5,308.6,80.7,1335.7,Uncomfortable
18.1,73.0,794.9,119.6,760.6,Uncomfortable
32.6,45.6,452.5,97.4,422.1,Uncomfortable
28.1,71.8,236.0,106.3,1168.0,Uncomfortable
37.6,72.6,432.1,105.8,758.0,Uncomfortable
24.4,51.8,174.0,46.8,548.2,Comfortable
34.6,74.4,333.1,45.5,1358.3,Uncomfortable
32.6,58.2,467.9,123.1,1016.8,Uncomfortable
19.9,59.2,783.7,80.9,1261.3,Uncomfortable
26.1,27.6,212.3,96.6,752.3,Uncomfortable
19.5,25.1,363.0,54.9,1204.1,Uncomfortable
27.2,70.5,385.3,30.5,1280.5,Uncomfortable
19.5,28.9,569.1,47.3,536.8,Uncomfortable
33.4,63.6,608.7,101.3,1379.1,Uncomfortable
31.9,72.8,670.2,70.6,835.2,Uncomfortable
30.9,75.0,483.5,117.9,393.5,Uncomfortable
36.6,44.3,379.3,141.9,763.0,Uncomfortable
21.6,42.1,425.1,81.6,1298.7,Uncomfortable
25.2,54.1,290.4,42.5,558.7,Comfortable
23.0,37.1,199.9,81.4,579.6,Comfortable
22.5,59.3,449.8,16.6,429.4,Comfortable
36.3,58.6,515.7,51.0,842.4,Uncomfortable
25.5,30.5,292.9,88.7,866.0,Uncomfortable
24.8,72.9,257.8,82.2,510.7,Uncomfortable
20.6,62.9,612.7,107.8,842.7,Uncomfortable
36.9,53.1,319.1,28.4,906.3,Uncomfortable
21.3,60.5,431.1,68.3,352.8,Uncomfortable
37.8,25.9,342.7,73.8,905.4,Uncomfortable
31.4,55.1,283.6,27.8,1177.6,Uncomfortable
35.8,41.4,480.1,3.7,676.7,Comfortable
30.8,66.1,446.6,55.6,699.8,Uncomfortable
21.4,70.5,273.6,12.8,575.5,Comfortable
22.7,26.3,336.1,120.7,539.6,Uncomfortable
27.1,44.1,415.1,139.0,840.4,Uncomfortable
21.5,66.1,688.8,26.9,429.5,Comfortable
22.3,26.3,714.5,133.6,494.0,Uncomfortable
20.3,37.8,744.3,52.5,810.7,Uncomfortable
37.1,55.0,397.8,124.1,886.7,Uncomfortable
26.4,45.7,111.5,56.3,520.5,Uncomfortable
30.9,65.9,418.3,14.0,1292.5,Uncomfortable
23.7,31.0,299.3,143.6,607.2,Comfortable
26.9,65.0,400.6,143.6,1248.7,Uncomfortable
35.8,61.6,630.1,126.8,1077.6,Uncomfortable
25.1,63.1,674.1,11.5,1378.4,Uncomfortable
33.0,52.3,727.5,105.5,1224.1,Uncomfortable
32.5,71.3,611.2,116.0,1315.7,Uncomfortable
36.8,27.6,393.6,44.3,599.4,Uncomfortable
34.8,25.2,358.6,123.3,1160.9,Uncomfortable
35.8,27.5,181.5,8.8,1185.0,Uncomfortable
23.4,45.7,734.5,143.3,1288.7,Uncomfortable
29.1,34.6,294.2,131.0,500.0,Uncomfortable
37.5,53.5,760.6,4.5,767.2,Uncomfortable
22.3,25.6,716.6,125.0,1075.2,Uncomfortable
20.3,70.4,242.8,97.4,496.9,Uncomfortable
19.1,59.6,660.0,93.1,486.2,Uncomfortable
19.5,35.3,243.3,33.9,412.5,Comfortable
37.9,60.4,532.2,114.2,1319.1,Uncomfortable
27.8,35.5,569.7,118.4,706.2,Uncomfortable
34.3,34.0,272.8,71.5,1189.3,Uncomfortable
21.8,57.0,682.5,146.6,903.6,Uncomfortable
20.5,31.0,368.8,37.3,919.8,Comfortable
21.8,39.4,559.6,104.6,614.4,Uncomfortable
23.6,49.0,661.6,145.1,1398.9,Uncomfortable
20.9,64.9,173.0,95.7,633.4,Uncomfortable
33.0,49.1,763.3,32.8,1232.2,Uncomfortable
36.4,62.0,348.8,78.2,1198.2,Uncomfortable
32.2,37.1,619.2,92.2,818.1,Uncomfortable
24.8,60.7,339.6,70.4,1141.0,Uncomfortable
33.9,74.4,417.4,28.9,1325.4,Uncomfortable
24.0,63.5,381.6,56.5,406.0,Uncomfortable
36.1,51.3,120.4,42.3,1065.4,Uncomfortable
23.1,70.2,175.4,2.4,822.4,Uncomfortable
35.2,62.7,693.5,103.5,664.9,Uncomfortable
36.4,25.8,303.6,134.8,913.4,Uncomfortable
36.9,56.1,125.8,8.3,533.6,Comfortable
20.1,30.9,680.7,79.9,608.3,Uncomfortable
31.3,28.2,698.6,92.6,959.3,Uncomfortable
30.5,73.4,248.2,105.3,1129.6,Uncomfortable
31.7,34.8,505.8,136.9,673.8,Uncomfortable
33.8,70.2,598.0,1.7,677.8,Uncomfortable
37.1,70.0,744.5,105.7,576.8,Uncomfortable
25.6,49.5,371.5,4.6,1195.3,Comfortable
19.2,35.1,756.9,6.0,1236.4,Uncomfortable
32.0,57.6,775.6,41.6,920.0,Uncomfortable
20.2,69.5,194.7,101.1,841.7,Uncomfortable
18.5,64.3,757.0,33.8,792.1,Uncomfortable
35.0,40.6,525.4,46.7,1091.8,Uncomfortable
22.1,41.7,732.6,119.9,1022.7,Uncomfortable
32.5,74.7,560.3,40.9,371.4,Uncomfortable
36.6,65.3,710.8,20.0,644.1,Uncomfortable
32.4,71.7,306.8,34.4,466.0,Uncomfortable
29.8,52.3,268.5,30.3,556.8,Comfortable
21.8,39.2,445.4,101.3,631.2,Comfortable
18.0,47.4,435.6,149.8,1340.2,Uncomfortable
19.8,51.9,779.8,110.7,1377.5,Uncomfortable
18.2,33.7,131.3,74.1,1204.2,Uncomfortable
20.8,27.3,657.6,83.8,376.6,Uncomfortable
22.0,69.3,252.2,8.6,781.8,Comfortable
20.8,57.6,104.6,49.3,643.8,Comfortable
20.3,27.9,249.3,131.6,757.5,Uncomfortable
22.0,50.3,307.6,59.9,674.9,Comfortable
23.3,73.1,106.2,45.1,366.2,Comfortable
34.7,37.8,499.5,112.8,573.9,Uncomfortable
35.7,44.7,478.6,15.9,436.8,Comfortable
18.9,71.0,110.3,100.8,352.7,Uncomfortable
19.8,64.8,300.1,77.7,745.7,Uncomfortable
35.2,73.4,199.3,92.6,1135.2,Uncomfortable
22.0,56.6,543.1,110.3,671.0,Uncomfortable
25.9,72.8,504.3,144.9,463.7,Uncomfortable
33.8,51.7,195.0,8.5,866.9,Uncomfortable
36.9,59.1,784.3,140.3,669.7,Uncomfortable
28.0,63.1,539.5,149.8,980.4,Uncomfortable
33.6,38.3,163.1,7.8,1131.3,Uncomfortable
25.1,71.6,303.5,3.4,958.3,Uncomfortable
30.2,32.1,283.5,62.1,1179.3,Uncomfortable
26.5,60.4,529.2,115.1,525.5,Uncomfortable
36.3,64.7,217.0,69.1,472.9,Uncomfortable
24.0,51.2,590.0,67.2,1172.3,Uncomfortable
27.9,66.9,374.7,32.6,1351.2,Uncomfortable
21.2,42.0,528.6,145.2,1308.7,Uncomfortable
18.5,26.0,493.7,131.5,1109.5,Uncomfortable
34.8,52.2,345.2,38.4,1389.3,Uncomfortable
31.9,51.9,543.0,28.0,423.6,Uncomfortable
33.5,46.9,638.3,54.6,1310.8,Uncomfortable
36.3,40.6,116.2,149.8,594.0,Uncomfortable
33.1,47.3,674.9,137.0,1305.4,Uncomfortable
31.7,60.8,478.0,135.2,998.8,Uncomfortable
35.7,46.7,312.3,143.9,1099.2,Uncomfortable
37.7,54.4,781.6,126.7,482.4,Uncomfortable
34.8,37.8,323.9,117.4,617.7,Uncomfortable
18.7,26.9,593.7,145.7,779.1,Uncomfortable
27.4,69.2,292.4,124.0,809.6,Uncomfortable
29.7,30.0,596.5,6.2,1268.5,Uncomfortable
25.4,40.7,288.5,53.1,563.0,Comfortable
37.2,32.3,365.2,34.9,967.7,Uncomfortable
26.9,69.2,268.1,98.0,531.8,Uncomfortable
28.2,39.3,676.1,107.1,1159.5,Uncomfortable
37.4,26.7,490.4,56.8,968.2,Uncomfortable
28.8,65.4,512.3,10.2,1030.3,Uncomfortable
19.9,28.5,206.9,5.8,1190.5,Uncomfortable
32.9,56.3,592.9,100.1,679.9,Uncomfortable
33.4,57.2,209.6,30.1,377.1,Comfortable
29.8,53.2,116.3,104.6,1174.4,Uncomfortable
32.1,65.8,542.1,34.2,1063.1,Uncomfortable
23.7,44.3,389.4,80.3,894.6,Uncomfortable
21.0,38.3,162.8,42.6,1085.4,Comfortable
34.5,71.3,663.6,64.5,1287.8,Uncomfortable
34.1,53.1,599.2,119.4,1093.6,Uncomfortable
34.4,33.7,537.1,74.9,506.5,Uncomfortable
24.9,62.1,535.3,47.3,973.9,Uncomfortable
