room_temperature,room_humidity,lighting_intensity,room_air_quality,room_CO2,comfort_label
28.6,51.2,145.3,83.8,476.1,Comfortable
32.0,68.9,193.6,75.3,571.7,Uncomfortable
27.3,34.6,201.8,114.8,462.0,Uncomfortable
24.2,56.6,310.3,65.7,379.6,Comfortable
25.7,59.5,359.2,115.6,590.5,Uncomfortable
25.6,66.2,332.6,98.0,481.4,Comfortable
32.4,59.5,412.6,91.0,347.2,Uncomfortable
24.7,81.2,223.9,52.8,595.7,Uncomfortable
27.8,50.9,238.6,79.9,783.0,Comfortable
29.3,73.4,255.5,100.2,728.3,Uncomfortable
32.8,49.8,375.7,94.7,731.8,Uncomfortable
27.3,36.9,36.9,74.4,600.9,Uncomfortable
28.7,97.0,222.4,40.8,599.3,Uncomfortable
26.4,73.1,304.0,69.4,636.9,Comfortable
31.4,71.4,254.3,102.2,668.2,Uncomfortable
30.9,52.1,427.1,93.1,425.9,Uncomfortable
30.3,64.1,402.0,119.5,424.8,Uncomfortable
24.7,44.3,155.2,90.1,674.8,Comfortable
28.6,72.7,93.9,102.4,441.0,Uncomfortable
28.4,70.8,46.9,106.5,909.4,Uncomfortable
29.9,44.7,141.6,74.4,484.0,Comfortable
24.3,67.0,405.0,101.7,671.4,Comfortable
31.7,46.5,392.9,120.5,673.0,Uncomfortable
31.2,50.5,543.0,124.9,638.1,Uncomfortable
27.4,59.0,271.6,105.6,685.5,Comfortable
26.5,75.8,131.1,107.8,365.9,Uncomfortable
29.7,64.5,521.5,111.4,468.6,Uncomfortable
30.6,55.7,63.3,102.6,756.9,Uncomfortable
28.9,65.5,307.8,91.6,770.3,Comfortable
32.5,72.2,387.8,87.0,754.6,Uncomfortable
23.8,40.8,81.0,113.4,620.1,Uncomfortable
27.5,62.0,280.0,57.4,536.7,Comfortable
32.0,43.3,355.3,83.2,736.9,Uncomfortable
26.8,69.5,131.2,88.3,583.6,Comfortable
21.6,90.6,360.7,45.8,511.2,Uncomfortable
30.7,73.2,413.6,45.4,931.2,Uncomfortable
26.3,33.5,423.6,99.2,347.1,Uncomfortable
29.7,67.9,291.9,114.6,533.1,Uncomfortable
29.9,52.7,409.6,99.8,712.4,Comfortable
27.6,96.5,302.1,87.8,504.4,Uncomfortable
26.9,96.8,152.8,97.2,373.3,Uncomfortable
30.7,73.9,545.9,71.9,326.7,Uncomfortable
28.8,68.4,52.3,51.3,405.9,Uncomfortable
28.1,84.1,145.2,118.5,413.9,Uncomfortable
30.1,91.0,52.9,69.9,476.6,Uncomfortable
30.0,79.0,422.6,107.1,755.1,Uncomfortable
32.3,81.7,295.6,80.4,678.0,Uncomfortable
27.4,93.7,156.4,42.3,494.0,Uncomfortable
26.5,93.0,272.4,53.2,521.6,Uncomfortable
21.4,57.0,393.3,115.5,443.1,Uncomfortable
26.0,40.6,748.9,100.6,674.0,Uncomfortable
28.7,44.4,69.6,75.4,641.3,Uncomfortable
25.6,55.8,165.2,71.5,334.5,Comfortable
29.3,42.3,365.7,111.4,495.8,Comfortable
26.5,47.5,392.7,62.2,531.2,Comfortable
26.1,92.9,339.4,93.2,719.8,Uncomfortable
27.8,44.8,126.6,81.3,853.8,Comfortable
27.4,77.9,40.9,133.2,503.4,Uncomfortable
32.7,50.2,316.9,65.9,586.7,Uncomfortable
32.2,84.1,67.2,91.2,751.8,Uncomfortable
24.6,79.0,404.7,106.4,494.7,Uncomfortable
27.0,46.2,196.0,89.5,452.0,Comfortable
29.7,47.3,309.9,71.7,733.9,Comfortable
25.8,36.5,125.5,43.9,596.2,Uncomfortable
30.0,57.3,376.9,98.3,693.0,Comfortable
30.3,54.9,486.6,105.8,615.4,Comfortable
34.3,41.2,193.4,57.7,847.6,Uncomfortable
29.7,81.0,360.0,74.7,367.0,Uncomfortable
24.9,73.0,166.6,119.9,595.7,Uncomfortable
31.1,50.1,211.0,159.0,569.2,Uncomfortable
27.8,49.0,301.2,124.7,777.1,Uncomfortable
32.2,54.8,158.5,110.8,911.8,Uncomfortable
31.0,48.9,63.2,115.0,779.4,Uncomfortable
27.0,91.0,62.8,73.9,644.7,Uncomfortable
21.5,35.4,307.3,129.2,373.1,Uncomfortable
26.5,79.1,220.1,122.2,372.8,Uncomfortable
34.7,44.0,371.0,108.6,396.0,Uncomfortable
31.9,94.1,196.8,68.3,563.7,Uncomfortable
27.6,81.1,388.5,134.7,769.7,Uncomfortable
28.1,62.4,392.6,67.0,674.4,Comfortable
29.6,52.7,48.1,92.8,361.5,Uncomfortable
30.5,66.2,218.4,80.2,464.9,Uncomfortable
25.0,36.1,163.2,83.8,579.4,Uncomfortable
28.4,52.2,355.7,102.3,744.2,Comfortable
25.7,73.1,324.0,124.8,742.6,Uncomfortable
28.8,61.1,283.3,112.0,696.8,Comfortable
23.8,68.9,179.8,95.9,597.7,Comfortable
26.3,64.6,370.5,86.3,633.4,Comfortable
24.7,59.6,35.0,87.2,451.9,Uncomfortable
26.0,45.2,287.9,90.6,580.3,Comfortable
24.1,80.6,296.9,92.4,358.7,Uncomfortable
22.1,67.8,190.2,63.9,740.7,Uncomfortable
22.7,38.0,383.1,136.9,334.9,Uncomfortable
26.6,65.9,173.1,100.1,701.1,Comfortable
30.4,88.8,139.5,83.5,380.9,Uncomfortable
33.0,33.3,474.4,76.9,706.2,Uncomfortable
31.9,49.5,257.6,92.6,569.8,Uncomfortable
27.1,95.3,148.6,104.8,471.1,Uncomfortable
31.1,72.0,336.9,77.9,745.5,Uncomfortable
30.0,51.9,346.0,96.9,981.0,Uncomfortable
25.9,58.9,341.9,78.1,1133.0,Uncomfortable
25.3,94.8,364.0,97.0,442.1,Uncomfortable
27.4,35.5,65.4,78.7,743.9,Uncomfortable
30.2,33.5,264.3,108.8,591.7,Uncomfortable
34.0,64.6,354.5,129.1,569.3,Uncomfortable
30.2,51.8,197.1,134.6,819.7,Uncomfortable
29.9,82.2,245.9,109.0,821.7,Uncomfortable
32.9,94.1,43.4,109.7,516.8,Uncomfortable
27.7,45.4,278.4,125.8,456.6,Uncomfortable
23.5,78.9,566.6,87.3,579.1,Uncomfortable
31.3,65.2,134.9,92.6,367.4,Uncomfortable
31.2,42.3,303.6,150.3,454.3,Uncomfortable
23.5,35.9,40.2,72.3,601.9,Uncomfortable
22.2,88.4,77.5,120.3,929.5,Uncomfortable
23.4,59.9,69.2,101.4,532.9,Uncomfortable
28.1,74.7,144.8,112.9,626.9,Uncomfortable
27.0,93.2,50.0,112.2,337.0,Uncomfortable
27.7,70.9,121.4,108.6,549.9,Uncomfortable
28.7,64.1,326.7,90.2,368.3,Comfortable
30.3,40.6,208.4,143.9,502.8,Uncomfortable
23.4,62.1,236.0,114.4,583.5,Uncomfortable
26.8,64.3,269.7,124.9,578.7,Uncomfortable
32.3,94.3,404.1,99.6,355.8,Uncomfortable
29.0,51.2,434.1,114.0,362.9,Uncomfortable
29.5,64.6,254.2,75.9,465.1,Comfortable
33.2,81.4,200.0,116.7,491.5,Uncomfortable
24.7,64.7,164.2,68.2,685.6,Comfortable
26.4,36.8,232.4,67.9,606.4,Uncomfortable
30.9,70.7,250.7,91.0,401.2,Uncomfortable
31.5,51.5,204.2,104.5,377.7,Uncomfortable
31.1,71.4,175.3,84.2,647.8,Uncomfortable
30.3,74.1,163.0,86.8,779.3,Uncomfortable
33.1,84.8,43.0,40.0,581.5,Uncomfortable
24.2,78.7,281.1,126.2,794.9,Uncomfortable
29.3,57.2,147.1,104.2,593.5,Comfortable
33.7,65.1,478.5,76.1,411.6,Uncomfortable
30.0,53.3,191.8,52.0,336.6,Uncomfortable
26.6,57.5,179.6,160.9,619.5,Uncomfortable
28.5,59.3,320.7,128.9,555.0,Uncomfortable
30.5,81.1,357.5,89.8,468.5,Uncomfortable
28.6,36.7,566.2,80.1,581.2,Uncomfortable
21.6,70.4,93.1,77.4,538.0,Uncomfortable
32.2,82.4,162.5,123.3,454.2,Uncomfortable
30.7,63.3,355.4,76.3,599.2,Uncomfortable
33.3,73.7,170.9,110.7,597.7,Uncomfortable
26.1,91.6,685.2,87.9,355.7,Uncomfortable
28.5,44.4,130.2,99.9,465.2,Comfortable
31.7,85.7,253.7,90.4,685.4,Uncomfortable
24.6,55.7,63.1,147.3,504.3,Uncomfortable
31.5,93.8,164.8,102.1,495.8,Uncomfortable
25.7,62.5,457.4,59.4,451.2,Comfortable
23.0,58.7,77.1,81.2,410.3,Uncomfortable
26.5,50.0,316.6,77.5,912.0,Uncomfortable
26.1,79.6,235.9,95.9,627.8,Uncomfortable
25.3,75.1,267.3,57.6,593.0,Comfortable
32.4,68.3,199.5,123.6,482.2,Uncomfortable
29.8,74.7,322.8,101.0,872.8,Uncomfortable
25.0,57.9,40.6,72.6,496.0,Uncomfortable
27.0,39.1,490.5,73.4,347.0,Comfortable
26.6,76.1,259.8,82.3,624.6,Comfortable
26.1,57.6,434.3,50.2,381.8,Comfortable
24.5,93.3,373.9,94.5,669.9,Uncomfortable
23.6,93.6,586.5,93.3,366.1,Uncomfortable
27.7,55.1,396.0,105.5,676.1,Comfortable
30.0,71.0,220.0,147.0,328.9,Uncomfortable
26.6,58.6,239.8,43.2,704.9,Comfortable
27.3,69.1,421.6,99.4,727.6,Comfortable
25.6,48.4,345.6,112.8,410.5,Uncomfortable
21.8,64.5,311.4,74.3,614.1,Uncomfortable
24.0,33.2,345.1,107.1,879.0,Uncomfortable
29.4,46.3,390.1,121.0,379.3,Uncomfortable
27.2,54.7,302.5,134.1,457.1,Uncomfortable
26.3,66.4,150.9,136.9,905.9,Uncomfortable
32.2,77.2,349.5,108.4,526.9,Uncomfortable
25.5,49.8,321.4,136.1,821.7,Uncomfortable
26.3,63.4,209.6,79.4,706.6,Comfortable
31.3,64.7,273.5,123.6,353.2,Uncomfortable
27.8,47.2,140.8,102.8,465.9,Comfortable
28.7,71.1,160.0,119.0,345.6,Uncomfortable
31.4,35.7,248.7,87.3,549.7,Uncomfortable
28.6,84.0,499.6,131.5,522.2,Uncomfortable
29.8,68.3,144.8,85.8,340.4,Uncomfortable
25.9,50.1,239.5,58.9,628.6,Comfortable
26.1,94.9,30.8,43.9,637.1,Uncomfortable
27.8,66.6,471.4,140.8,367.8,Uncomfortable
22.6,55.6,353.0,97.9,472.3,Uncomfortable
23.6,45.1,552.4,92.2,621.4,Uncomfortable
29.7,93.7,158.7,56.7,409.4,Uncomfortable
31.3,96.5,516.2,99.1,336.6,Uncomfortable
30.3,53.8,281.9,76.3,709.0,Uncomfortable
32.6,49.9,146.2,97.8,373.8,Uncomfortable
27.3,64.7,338.5,97.0,454.9,Comfortable
29.4,46.8,282.1,117.2,645.7,Uncomfortable
30.6,61.6,326.2,58.5,594.2,Uncomfortable
30.3,88.1,181.4,97.7,351.1,Uncomfortable
27.8,46.0,225.5,137.7,692.1,Uncomfortable
24.8,74.3,280.3,86.9,426.8,Comfortable
31.2,52.5,314.0,116.3,375.8,Uncomfortable
25.0,74.0,433.9,75.7,329.3,Uncomfortable
28.8,76.5,91.6,130.2,378.6,Uncomfortable
29.4,96.0,435.7,93.8,1171.7,Uncomfortable
31.1,45.9,233.3,77.4,478.9,Uncomfortable
33.0,46.0,48.8,145.4,883.4,Uncomfortable
25.0,45.5,78.7,85.9,391.7,Uncomfortable
24.6,51.9,456.7,106.7,489.7,Uncomfortable
31.6,65.6,381.2,96.8,666.1,Uncomfortable
26.5,68.0,230.2,88.9,448.2,Comfortable
27.7,62.8,373.8,113.4,448.2,Uncomfortable
24.9,75.3,160.6,83.2,488.6,Comfortable
30.9,70.1,180.4,80.1,715.7,Uncomfortable
26.3,33.4,502.9,46.9,558.4,Uncomfortable
26.4,34.1,262.9,125.4,713.1,Uncomfortable
28.1,67.7,197.5,71.8,389.2,Comfortable
28.4,78.0,205.1,67.4,437.7,Uncomfortable
29.3,56.4,348.0,75.1,586.2,Comfortable
23.5,82.5,188.0,119.1,596.8,Uncomfortable
25.4,58.1,82.2,102.5,339.6,Uncomfortable
21.5,40.3,151.1,116.2,629.6,Uncomfortable
26.1,45.5,139.9,129.4,512.6,Uncomfortable
28.0,79.2,346.5,86.1,505.9,Uncomfortable
24.2,54.9,157.5,81.0,650.6,Comfortable
21.6,65.4,34.2,113.0,348.8,Uncomfortable
26.1,75.1,141.3,102.8,615.6,Uncomfortable
36.7,46.9,35.7,80.2,362.7,Uncomfortable
28.0,59.5,397.1,89.9,364.0,Comfortable
29.4,46.9,255.6,116.3,708.9,Uncomfortable
27.1,70.9,165.5,84.1,683.0,Comfortable
28.1,73.1,120.6,126.8,710.7,Uncomfortable
28.1,50.8,214.2,78.7,526.0,Comfortable
25.6,35.6,146.9,87.1,591.1,Uncomfortable
27.6,44.5,350.3,98.9,717.1,Comfortable
25.5,51.2,260.5,98.3,588.7,Comfortable
28.6,35.3,425.5,79.1,433.6,Uncomfortable
31.7,55.9,455.0,94.4,745.4,Uncomfortable
26.2,54.2,69.4,50.4,596.1,Uncomfortable
27.2,34.7,202.2,95.6,339.6,Uncomfortable
23.5,56.4,113.3,95.1,652.6,Uncomfortable
28.2,86.3,490.6,90.0,371.4,Uncomfortable
29.1,93.7,342.4,75.0,801.3,Uncomfortable
28.4,35.4,345.1,131.9,751.7,Uncomfortable
31.5,66.0,69.1,139.6,414.1,Uncomfortable
27.5,63.2,598.3,112.5,364.5,Uncomfortable
27.6,96.4,440.1,54.8,756.4,Uncomfortable
28.1,39.9,309.2,105.2,388.5,Uncomfortable
31.2,50.0,158.8,54.7,623.1,Uncomfortable
26.7,65.8,242.5,67.1,698.2,Comfortable
27.7,46.9,282.2,102.3,640.7,Comfortable
22.0,83.7,88.6,117.7,655.1,Uncomfortable
30.1,53.3,447.3,144.8,571.2,Uncomfortable
29.0,51.0,319.9,71.1,336.7,Comfortable
25.9,77.8,281.1,82.5,431.4,Uncomfortable
32.1,93.3,225.8,65.7,451.5,Uncomfortable
27.6,94.7,319.1,91.1,744.0,Uncomfortable
30.7,65.4,348.9,43.2,396.0,Uncomfortable
26.4,96.3,61.4,119.3,695.6,Uncomfortable
23.4,70.9,494.5,76.3,394.4,Uncomfortable
28.1,73.8,172.5,112.7,369.2,Uncomfortable
25.5,43.1,281.7,87.7,438.2,Comfortable
28.0,56.0,112.8,76.2,484.6,Comfortable
23.8,90.2,77.5,107.9,458.5,Uncomfortable
30.1,71.9,312.3,91.0,344.4,Comfortable
31.7,64.2,392.6,105.0,564.8,Uncomfortable
32.3,70.9,443.5,71.3,359.6,Uncomfortable
29.8,48.5,195.8,63.3,538.9,Comfortable
23.5,95.4,540.1,88.3,347.7,Uncomfortable
27.3,66.6,253.4,84.5,510.9,Comfortable
28.1,58.3,355.0,102.5,453.8,Comfortable
31.0,52.4,67.0,129.3,643.3,Uncomfortable
21.6,64.6,235.6,59.9,758.2,Uncomfortable
22.4,34.7,211.7,72.6,741.9,Uncomfortable
27.8,59.6,108.2,103.3,332.0,Comfortable
26.8,36.9,128.4,79.3,383.3,Uncomfortable
28.6,81.1,291.7,78.9,695.0,Uncomfortable
26.8,56.0,81.0,107.7,335.2,Uncomfortable
30.9,57.6,453.0,92.8,384.8,Uncomfortable
30.2,76.2,43.1,81.6,379.4,Uncomfortable
27.7,63.6,395.2,120.6,478.9,Uncomfortable
26.6,88.9,99.8,102.1,662.9,Uncomfortable
32.6,41.9,254.2,86.6,694.3,Uncomfortable
31.2,87.8,394.3,75.3,336.8,Uncomfortable
26.1,48.6,169.4,97.1,512.7,Comfortable
27.2,80.8,277.4,96.0,701.2,Uncomfortable
22.8,73.0,233.2,91.3,450.1,Uncomfortable
30.0,68.6,321.8,121.9,553.4,Uncomfortable
28.7,81.4,486.3,108.1,733.4,Uncomfortable
29.5,72.7,136.6,109.5,473.5,Comfortable
24.3,42.2,110.2,130.3,324.4,Uncomfortable
30.2,47.5,164.1,102.1,461.4,Uncomfortable
26.3,79.4,720.6,103.3,533.0,Uncomfortable
26.8,65.2,251.6,101.9,507.6,Comfortable
29.1,64.2,74.9,107.9,372.5,Uncomfortable
27.3,61.3,203.8,109.7,405.8,Uncomfortable
23.0,92.9,107.0,73.7,406.5,Uncomfortable
33.5,66.3,90.2,50.2,458.5,Uncomfortable
28.0,34.3,208.1,151.0,376.4,Uncomfortable
27.3,86.6,168.1,124.1,741.8,Uncomfortable
28.9,63.1,149.8,119.8,586.6,Uncomfortable
31.0,56.9,49.1,35.8,403.4,Uncomfortable
30.8,71.6,67.9,61.9,1005.6,Uncomfortable
29.0,66.7,335.5,98.3,342.4,Comfortable
27.7,73.0,518.3,93.1,380.6,Uncomfortable
21.0,63.0,317.3,100.8,638.7,Uncomfortable
31.9,39.1,34.9,85.0,362.5,Uncomfortable
27.9,67.8,47.3,102.0,366.3,Uncomfortable
23.1,85.2,335.2,99.9,648.0,Uncomfortable
29.9,50.1,328.4,156.2,878.0,Uncomfortable
26.3,79.8,198.4,144.0,323.2,Uncomfortable
25.5,56.9,355.0,92.0,485.8,Comfortable
29.1,94.1,68.1,60.5,794.7,Uncomfortable
28.5,50.4,169.8,114.8,502.7,Comfortable
29.4,37.7,216.7,125.0,606.8,Uncomfortable
29.6,87.6,102.2,83.9,680.0,Uncomfortable
27.6,63.1,142.9,80.6,703.5,Comfortable
27.1,35.8,202.1,107.2,562.3,Uncomfortable
22.6,92.5,420.5,73.5,557.4,Uncomfortable
24.1,63.3,210.8,79.1,618.8,Comfortable
27.3,87.9,89.5,115.8,812.1,Uncomfortable
29.9,81.9,31.2,96.4,772.9,Uncomfortable
29.8,36.1,192.8,105.3,490.8,Uncomfortable
30.3,50.2,411.6,70.9,584.0,Uncomfortable
31.4,51.2,357.3,115.2,648.8,Uncomfortable
35.3,80.5,493.4,112.6,404.1,Uncomfortable
35.1,77.7,135.0,97.6,346.6,Uncomfortable
23.2,64.9,204.3,78.7,549.6,Uncomfortable
32.0,60.3,330.6,111.7,755.7,Uncomfortable
29.4,62.2,109.9,40.3,587.3,Comfortable
28.5,52.4,490.7,79.3,404.0,Comfortable
31.4,80.7,397.4,58.1,630.8,Uncomfortable
31.8,46.8,484.7,140.3,508.5,Uncomfortable
26.3,61.4,286.5,98.7,973.7,Uncomfortable
28.5,63.1,228.6,142.0,649.0,Uncomfortable
31.8,52.3,546.4,70.8,362.2,Uncomfortable
27.0,88.7,57.8,57.5,393.5,Uncomfortable
28.4,38.2,121.0,59.7,428.0,Uncomfortable
29.6,62.6,189.0,120.9,519.7,Uncomfortable
32.1,68.9,97.4,88.1,631.3,Uncomfortable
26.7,85.0,532.8,118.4,617.8,Uncomfortable
29.9,52.6,154.5,77.0,340.2,Comfortable
30.6,95.1,173.2,87.0,330.4,Uncomfortable
30.5,61.6,211.8,123.4,446.1,Uncomfortable
28.6,63.5,283.8,63.5,556.8,Comfortable
27.0,92.7,408.6,65.4,601.8,Uncomfortable
31.1,91.5,126.5,127.3,756.9,Uncomfortable
25.5,83.0,178.4,112.2,453.7,Uncomfortable
29.4,79.0,47.9,78.0,375.3,Uncomfortable
27.2,61.5,110.8,156.1,628.8,Uncomfortable
26.7,91.2,398.2,57.4,717.5,Uncomfortable
25.1,68.6,358.5,101.0,621.8,Comfortable
22.2,91.2,196.4,52.0,724.2,Uncomfortable
30.8,51.1,276.8,90.5,771.1,Uncomfortable
31.3,60.6,88.7,103.8,1033.6,Uncomfortable
27.4,84.1,350.3,57.5,812.6,Uncomfortable
31.1,89.4,163.8,121.2,485.0,Uncomfortable
30.1,34.1,373.9,65.7,385.4,Uncomfortable
22.4,56.5,353.3,71.3,467.7,Uncomfortable
24.0,87.2,408.5,101.3,897.4,Uncomfortable
28.2,68.3,271.5,109.0,339.1,Uncomfortable
30.1,52.0,189.8,80.1,370.8,Comfortable
27.8,60.9,62.8,51.4,487.3,Uncomfortable
31.2,94.2,295.6,85.3,336.3,Uncomfortable
28.5,90.3,162.0,113.7,561.1,Uncomfortable
27.1,77.9,317.3,122.4,861.1,Uncomfortable
27.5,56.0,484.5,81.1,746.2,Uncomfortable
25.7,50.5,278.1,101.3,518.1,Comfortable
24.4,48.1,326.2,70.0,636.1,Uncomfortable
25.7,71.0,181.1,99.3,656.0,Comfortable
30.9,77.7,299.3,118.3,473.0,Uncomfortable
28.7,52.0,337.6,97.9,519.8,Comfortable
26.5,74.1,170.5,103.7,471.5,Comfortable
28.8,58.4,319.9,97.1,675.1,Comfortable
30.6,66.2,208.8,72.8,1001.3,Uncomfortable
23.6,65.0,239.8,118.7,798.0,Uncomfortable
27.8,62.8,440.4,110.1,363.3,Uncomfortable
27.7,66.5,402.2,86.4,366.1,Comfortable
28.3,33.9,250.6,105.6,584.2,Uncomfortable
29.2,72.7,139.9,112.0,502.8,Uncomfortable
33.2,44.2,171.7,100.1,707.0,Uncomfortable
28.3,33.9,36.8,76.8,523.8,Uncomfortable
22.7,78.9,163.1,93.5,634.4,Uncomfortable
30.1,80.1,367.5,73.0,668.0,Uncomfortable
25.0,68.8,63.4,113.3,363.9,Uncomfortable
33.2,50.2,261.8,96.7,683.9,Uncomfortable
30.2,53.4,106.7,106.2,562.5,Uncomfortable
24.4,63.6,59.0,94.6,520.6,Uncomfortable
30.8,88.7,56.9,109.9,562.6,Uncomfortable
27.5,66.2,201.1,50.5,322.0,Comfortable
30.3,77.4,162.2,82.4,348.8,Uncomfortable
27.6,59.2,440.9,102.1,356.5,Comfortable
26.4,95.1,56.5,85.8,348.6,Uncomfortable
28.8,51.0,571.2,103.9,324.9,Uncomfortable
25.9,95.7,235.2,125.9,484.6,Uncomfortable
23.7,36.9,78.0,62.7,635.7,Uncomfortable
26.8,52.8,431.6,82.7,574.3,Comfortable
31.0,37.0,367.0,102.4,504.7,Uncomfortable
31.7,58.6,336.4,98.6,364.5,Uncomfortable
29.6,62.5,155.8,65.4,465.0,Comfortable
26.9,51.8,35.1,71.0,643.6,Uncomfortable
28.8,47.6,134.8,38.0,554.9,Comfortable
30.0,74.5,36.3,84.5,714.2,Uncomfortable
31.1,48.6,150.2,110.1,525.0,Uncomfortable
26.7,73.5,41.5,112.6,494.5,Uncomfortable
27.0,63.9,346.3,115.5,825.3,Uncomfortable
28.0,53.9,256.2,93.9,505.2,Comfortable
21.1,62.8,251.0,61.3,580.6,Uncomfortable
32.9,70.9,229.9,149.6,354.7,Uncomfortable
26.8,33.5,300.3,56.6,370.4,Uncomfortable
25.5,60.7,300.1,115.3,421.5,Uncomfortable
30.5,51.8,388.1,100.2,548.9,Uncomfortable
34.9,65.0,41.7,119.6,492.3,Uncomfortable
29.1,64.3,89.0,125.4,584.6,Uncomfortable
26.5,41.9,199.8,79.9,559.3,Comfortable
27.4,56.7,117.6,89.1,453.0,Comfortable
23.8,55.4,319.3,98.3,652.8,Comfortable
31.3,77.3,406.9,65.5,520.0,Uncomfortable
28.9,59.7,312.3,66.4,537.2,Comfortable
25.8,55.4,83.9,101.5,495.8,Uncomfortable
23.9,72.6,324.3,93.6,710.9,Comfortable
32.3,66.8,482.5,112.5,648.7,Uncomfortable
32.5,52.7,446.4,81.5,603.8,Uncomfortable
31.1,64.3,120.4,111.5,722.0,Uncomfortable
26.7,66.6,211.7,111.4,617.7,Uncomfortable
25.6,73.5,64.8,86.0,582.6,Uncomfortable
34.3,79.9,106.2,75.7,428.1,Uncomfortable
28.3,72.3,30.1,111.4,556.7,Uncomfortable
29.7,93.6,73.7,84.0,998.5,Uncomfortable
27.6,67.8,156.6,93.1,717.2,Comfortable
27.2,74.5,128.0,79.9,841.3,Comfortable
26.9,54.4,530.7,61.2,831.2,Uncomfortable
25.6,57.4,201.8,94.1,782.2,Comfortable
31.2,80.8,306.6,62.4,707.1,Uncomfortable
22.3,72.5,199.9,59.2,320.3,Uncomfortable
32.4,71.2,402.8,108.7,610.0,Uncomfortable
27.5,61.5,180.2,47.2,446.5,Comfortable
24.3,87.3,340.5,80.6,496.7,Uncomfortable
32.7,69.2,199.4,91.7,638.1,Uncomfortable
22.8,68.3,120.0,121.7,519.9,Uncomfortable
30.8,95.0,553.0,109.7,738.7,Uncomfortable
28.7,40.0,485.5,104.7,361.3,Uncomfortable
31.4,34.8,341.0,85.9,542.8,Uncomfortable
30.6,59.0,40.3,82.9,623.4,Uncomfortable
33.6,60.9,317.5,78.2,505.7,Uncomfortable
30.1,61.0,151.6,86.0,441.9,Comfortable
29.5,57.1,364.3,96.3,364.9,Comfortable
25.8,52.8,229.7,75.2,387.8,Comfortable
30.6,74.7,149.9,135.2,800.5,Uncomfortable
24.2,69.4,109.2,92.5,416.3,Uncomfortable
30.1,53.7,103.2,108.5,550.5,Uncomfortable
30.7,89.6,428.0,83.5,751.6,Uncomfortable
28.4,95.7,380.0,103.8,540.1,Uncomfortable
27.9,69.2,210.7,112.4,537.6,Uncomfortable
23.9,75.2,142.3,124.8,395.2,Uncomfortable
29.6,54.1,401.4,92.2,561.2,Comfortable
25.7,59.1,57.8,81.5,326.7,Uncomfortable
30.2,96.8,251.9,102.6,758.3,Uncomfortable
29.8,51.1,210.1,52.9,399.2,Comfortable
27.9,75.0,236.4,91.6,625.1,Uncomfortable
25.0,42.3,279.5,52.4,724.2,Comfortable
25.1,81.9,57.0,97.3,727.0,Uncomfortable
29.4,43.5,448.3,104.0,390.0,Comfortable
29.2,67.8,33.5,40.3,964.7,Uncomfortable
26.8,55.6,316.8,85.9,361.5,Comfortable
28.8,40.9,64.1,68.0,453.0,Uncomfortable
31.4,47.4,338.6,131.9,516.7,Uncomfortable
26.3,62.7,533.5,111.7,625.3,Uncomfortable
31.3,76.8,106.1,95.5,358.0,Uncomfortable
